_ingestion_id,collection,load_type,watermark_inicial,watermark_final,qtd_lida_origem,qtd_gravada_destino,start_time,end_time,duracao_seg,status,mensagem_erro,execution_case
d5c4b34a-f802-463e-a3eb-f76220836f6f,theaters,full,,,1564,1564,2026-08-29 13:37:55.361362,2026-08-29 13:38:04.373405,9.012,SUCCESS,,FULL_REPROCESS
b8a049c5-71d3-4999-8b79-bccf3551b7ab,theaters,full,,,1564,1564,2026-08-29 13:28:42.042000,2026-08-29 13:28:53.212660,11.171,SUCCESS,,FULL_REPROCESS
